Dataset,Number_Of_Candidates,Number_of_voters,Max_Ballot_length,Preferred_winner,Upper_Bound,heuristic_margin,Our_margin,Blom_margin,Margin_correct,Upper_bound_correct,Heuristic_equl_margin,Our_runtime,Blom_runtime,Our_number_LPS,Blom_number_LPS,Our_number_node_explored,Blom_number_node_explored,Our_bl_calls,Blom_Leaf_node_explored
Data_NA_Albury,5,46335,5,0,11680,5840,5840,5840.0,1,1,1,0.07711000000000023,0.06569230000000026,0,13,14,14,13,2
Data_NA_Albury,5,46335,5,1,24547,12274,12274,12274.0,1,1,1,0.022085800000000155,0.11168970000000034,0,19,21,20,20,2
Data_NA_Albury,5,46335,5,2,23453,11727,11785.0,11785.0,1,1,0,0.07299140000000026,0.09173290000000023,0,17,20,18,19,4
Data_NA_Albury,5,46335,5,3,0,0,0,0.0,1,1,1,0.0016426000000002716,0.027776900000000104,0,10,1,11,0,1
Data_NA_Albury,5,46335,5,4,21943,10972,10972,10972.0,1,1,1,0.032503300000000124,0.06742090000000012,0,13,15,14,14,2
Data_NA_Auburn,6,43781,6,0,19112,9556,9935.0,9935.0,1,1,0,0.43177160000000026,1.2607587999999996,0,157,191,158,170,24
Data_NA_Auburn,6,43781,6,1,4529,2265,2265,2265.0,1,1,1,0.07617090000000104,0.23963209999999968,0,36,37,37,36,6
Data_NA_Auburn,6,43781,6,2,18972,9486,10003.0,10003.0,1,1,0,0.4001488999999996,1.2492766999999994,0,156,191,157,170,23
Data_NA_Auburn,6,43781,6,3,17331,8666,8852.0,8852.0,1,1,0,0.3098510000000001,1.1031888000000016,0,145,167,146,123,20
Data_NA_Auburn,6,43781,6,4,0,0,0,0.0,1,1,1,0.009479199999999466,0.07155640000000041,0,18,1,19,0,1
Data_NA_Auburn,6,43781,6,5,18303,9152,9125.0,9125.0,1,1,0,0.22051719999999975,0.8244904999999996,0,114,121,115,120,14
Data_NA_Ballina,7,47454,7,0,16648,8324,8085,8085.0,1,1,0,0.8419615999999994,1.2589612000000017,0,111,196,112,176,4
Data_NA_Ballina,7,47454,7,1,13145,6573,4495,4495.0,1,1,0,0.18365700000000018,0.3061043000000012,0,29,30,30,29,2
Data_NA_Ballina,7,47454,7,2,2534,1267,1267,1267.0,1,1,1,0.3973417000000019,0.33697440000000256,0,30,50,31,49,3
Data_NA_Ballina,7,47454,7,3,20122,10061,9881,9881.0,1,1,0,2.9541154000000027,3.5453551999999995,0,266,511,267,381,22
Data_NA_Ballina,7,47454,7,4,0,0,0,0.0,1,1,1,0.02550940000000068,0.1628816999999998,0,21,1,22,0,1
Data_NA_Ballina,7,47454,7,5,20602,10301,9965,9965.0,1,1,0,3.329197699999998,3.838932900000003,0,283,538,284,411,28
Data_NA_Ballina,7,47454,7,6,2259,1130,1130,1130.0,1,1,1,0.13251349999999817,0.272421099999999,0,25,26,26,25,3
Data_NA_Balmain,7,46952,7,0,25038,12519,8798.0,8798.0,1,1,0,1.9024737000000016,4.267624900000001,0,321,427,322,290,20
Data_NA_Balmain,7,46952,7,1,25991,12996,12178,12178.0,1,1,0,1.0113950999999943,2.776701899999999,0,217,273,218,272,7
Data_NA_Balmain,7,46952,7,2,13710,6855,6192,6192.0,1,1,0,0.20861580000000401,0.5424562999999978,0,42,43,43,42,6
Data_NA_Balmain,7,46952,7,3,27033,13517,12513,12513.0,1,1,0,1.1064857000000003,2.9017956,0,228,273,229,272,9
Data_NA_Balmain,7,46952,7,4,24884,12442,8859.0,8859.0,1,1,0,1.9347633000000002,4.295636399999999,0,321,427,322,293,20
Data_NA_Balmain,7,46952,7,5,0,0,0,0.0,1,1,1,0.03179229999999933,0.1709512999999987,0,21,1,22,0,1
Data_NA_Balmain,7,46952,7,6,3462,1731,1731,1731.0,1,1,1,0.21972369999999586,0.614386599999996,0,43,44,44,43,7
Data_NA_Bankstown,6,42899,6,0,11083,5542,5542,5542.0,1,1,1,0.043875100000001055,0.25443159999999665,0,36,37,37,36,6
Data_NA_Bankstown,6,42899,6,1,22415,11208,11208,11208.0,1,1,1,0.13096310000000244,0.28656810000000377,0,48,60,49,59,2
Data_NA_Bankstown,6,42899,6,2,24476,12238,12179,12179.0,1,1,0,0.11622409999999661,1.0491468000000026,0,138,139,139,138,26
Data_NA_Bankstown,6,42899,6,3,23575,11788,11788,11788.0,1,1,1,0.18617339999999416,0.6379885999999999,0,107,118,108,117,3
Data_NA_Bankstown,6,42899,6,4,22555,11278,11144,11144.0,1,1,0,0.0618811000000008,0.21476959999999679,0,33,34,34,33,3
Data_NA_Bankstown,6,42899,6,5,0,0,0,0.0,1,1,1,0.006614999999996485,0.07586429999999922,0,18,1,19,0,1
Data_NA_Barwon,6,47707,6,0,19280,9640,9640,9640.0,1,1,1,0.07841810000000038,0.18532749999999965,0,33,42,34,41,3
Data_NA_Barwon,6,47707,6,1,10458,5229,5229,5229.0,1,1,1,0.062084099999999864,0.18954730000000097,0,32,38,33,37,4
Data_NA_Barwon,6,47707,6,2,12136,6068,6068,6068.0,1,1,1,0.07912470000000127,0.1821690000000018,0,29,36,30,35,3
Data_NA_Barwon,6,47707,6,3,21327,10664,10752.0,10752.0,1,1,0,0.39487790000000444,0.30424659999999903,0,46,78,47,77,5
Data_NA_Barwon,6,47707,6,4,0,0,0,0.0,1,1,1,0.008217600000001823,0.055821000000001675,0,15,1,16,0,1
Data_NA_Barwon,6,47707,6,5,24128,12064,11524,11524.0,1,1,0,0.14795479999999372,1.0859693999999962,0,138,139,139,138,26
Data_NA_Bathurst,5,48632,5,0,29772,14886,14362,14362.0,1,1,0,0.018565000000002385,0.1916926000000032,0,35,36,36,35,8
Data_NA_Bathurst,5,48632,5,1,14533,7267,7267,7267.0,1,1,1,0.00973679999999888,0.061813199999996016,0,14,15,15,14,3
Data_NA_Bathurst,5,48632,5,2,0,0,0,0.0,1,1,1,0.0014240000000000919,0.029466400000004,0,10,1,11,0,1
Data_NA_Bathurst,5,48632,5,3,23781,11891,11891,11891.0,1,1,1,0.012655900000005715,0.04744819999999805,0,12,14,13,13,1
Data_NA_Bathurst,5,48632,5,4,29161,14581,14521.0,14521.0,1,1,0,0.019859199999999078,0.19485060000000232,0,35,36,36,35,8
Data_NA_Baulkham_Hills,5,49266,5,0,0,0,0,0.0,1,1,1,0.0014454000000014844,0.028803799999998603,0,10,1,11,0,1
Data_NA_Baulkham_Hills,5,49266,5,1,30088,15044,15044,15044.0,1,1,1,0.013537100000000635,0.1460442999999998,0,29,30,30,29,3
Data_NA_Baulkham_Hills,5,49266,5,2,29923,14962,14962,14962.0,1,1,1,0.02415539999999794,0.09292659999999842,0,19,20,20,19,3
Data_NA_Baulkham_Hills,5,49266,5,3,25216,12608,12608,12608.0,1,1,1,0.015412000000004866,0.08695949999999897,0,16,17,17,16,3
Data_NA_Baulkham_Hills,5,49266,5,4,20046,10023,10023,10023.0,1,1,1,0.015807299999998747,0.07535910000000001,0,16,17,17,16,3
Data_NA_Bega,5,47658,5,0,19291,9646,11224.0,11224.0,1,1,0,0.04421169999999819,0.07698729999999898,0,16,19,17,17,3
Data_NA_Bega,5,47658,5,1,14460,7230,8007.0,8007.0,1,1,0,0.018224899999999877,0.07790110000000539,0,16,18,17,13,3
Data_NA_Bega,5,47658,5,2,7325,3663,3663,3663.0,1,1,1,0.010297000000001333,0.05947880000000083,0,13,14,14,13,2
Data_NA_Bega,5,47658,5,3,21650,10825,11976.0,11976.0,1,1,0,0.05072630000000089,0.10142239999999703,0,18,23,19,21,2
Data_NA_Bega,5,47658,5,4,0,0,0,0.0,1,1,1,0.0025467000000034545,0.027541800000001615,0,10,1,11,0,1
Data_NA_Blacktown,5,46262,5,0,0,0,0,0.0,1,1,1,0.004329800000000716,0.030382899999999324,0,10,1,11,0,1
Data_NA_Blacktown,5,46262,5,1,24621,12311,12174,12174.0,1,1,0,0.01374280000000283,0.1924610999999956,0,35,36,36,35,8
Data_NA_Blacktown,5,46262,5,2,22995,11498,11075,11075.0,1,1,0,0.013248000000004367,0.08360880000000037,0,18,19,19,18,2
Data_NA_Blacktown,5,46262,5,3,22942,11471,11472.0,11472.0,1,1,0,0.04803300000000377,0.21042039999999673,0,30,33,31,32,4
Data_NA_Blacktown,5,46262,5,4,11130,5565,5565,5565.0,1,1,1,0.00954229999999967,0.07421380000000255,0,16,17,17,16,3
Data_NA_Blue_Mountains,6,47608,6,0,0,0,0,0.0,1,1,1,0.006687700000000518,0.054224099999999,0,15,1,16,0,1
Data_NA_Blue_Mountains,6,47608,6,1,12976,6488,5947,5947.0,1,1,0,0.035713699999995185,0.13656170000000145,0,21,22,22,21,3
Data_NA_Blue_Mountains,6,47608,6,2,7227,3614,3614,3614.0,1,1,1,0.04597400000000107,0.2718114999999983,0,40,41,41,40,5
Data_NA_Blue_Mountains,6,47608,6,3,21415,10708,10240.0,10240.0,1,1,0,0.18347270000000293,0.6089343000000085,0,88,100,89,97,8
Data_NA_Blue_Mountains,6,47608,6,4,23195,11598,11365.0,11365.0,1,1,0,0.2404707999999971,0.6455102000000039,0,93,123,94,105,8
Data_NA_Blue_Mountains,6,47608,6,5,24896,12448,11568.0,11568.0,1,1,0,0.22931680000000654,0.7421727999999916,0,93,123,94,103,8
Data_NA_Cabramatta,5,47691,5,0,27177,13589,13589,13589.0,1,1,1,0.030133500000005142,0.1493485000000021,0,30,32,31,31,2
Data_NA_Cabramatta,5,47691,5,1,15226,7613,7613,7613.0,1,1,1,0.011018599999999878,0.05761850000000379,0,13,14,14,13,2
Data_NA_Cabramatta,5,47691,5,2,27914,13957,13957,13957.0,1,1,1,0.016838399999997478,0.23103569999999252,0,43,41,44,40,9
Data_NA_Cabramatta,5,47691,5,3,27074,13537,13537,13537.0,1,1,1,0.01598380000000077,0.1385891999999984,0,29,31,30,30,1
Data_NA_Cabramatta,5,47691,5,4,0,0,0,0.0,1,1,1,0.0015463000000011107,0.030037799999988124,0,10,1,11,0,1
Data_NA_Camden,5,48152,5,0,26238,13119,13119,13119.0,1,1,1,0.023621899999994866,0.06736079999998879,0,16,18,17,17,3
Data_NA_Camden,5,48152,5,1,28621,14311,14311,14311.0,1,1,1,0.028729200000000787,0.2313290999999964,0,43,45,44,44,9
Data_NA_Camden,5,48152,5,2,0,0,0,0.0,1,1,1,0.0015343999999970492,0.02518750000000125,0,10,1,11,0,1
Data_NA_Camden,5,48152,5,3,27620,13810,13810,13810.0,1,1,1,0.03897399999999607,0.10341590000000167,0,22,25,23,24,3
Data_NA_Camden,5,48152,5,4,16433,8217,8217,8217.0,1,1,1,0.01140540000000101,0.06877799999999468,0,13,14,14,13,2
Data_NA_Campbelltown,5,45124,5,0,0,0,0,0.0,1,1,1,0.0014958999999947764,0.022473699999991936,0,10,1,11,0,1
Data_NA_Campbelltown,5,45124,5,1,21246,10623,10992,10992.0,1,1,0,0.044919500000005996,0.22622970000000464,0,43,51,44,42,9
Data_NA_Campbelltown,5,45124,5,2,6192,3096,3096,3096.0,1,1,1,0.012446400000001745,0.07125010000000032,0,16,17,17,16,3
Data_NA_Campbelltown,5,45124,5,3,21376,10688,10138,10138.0,1,1,0,0.011780500000000416,0.0791243000000037,0,17,18,18,17,2
Data_NA_Campbelltown,5,45124,5,4,22604,11302,11133,11133.0,1,1,0,0.019582799999994904,0.18839810000000057,0,35,36,36,35,8
Data_NA_Canterbury,5,47631,5,0,21304,10652,10652,10652.0,1,1,1,0.03421579999999835,0.14834109999999612,0,26,28,27,27,3
Data_NA_Canterbury,5,47631,5,1,24955,12478,12393,12393.0,1,1,0,0.019937000000012972,0.19221389999999872,0,34,35,35,34,7
Data_NA_Canterbury,5,47631,5,2,0,0,0,0.0,1,1,1,0.0016016999999948212,0.025474199999990788,0,10,1,11,0,1
Data_NA_Canterbury,5,47631,5,3,21290,10645,10383,10383.0,1,1,0,0.01403749999998638,0.0952375000000103,0,20,21,21,20,1
Data_NA_Canterbury,5,47631,5,4,13219,6610,6610,6610.0,1,1,1,0.011646599999991736,0.058750700000004485,0,13,14,14,13,2
Data_NA_Castle_Hill,5,48092,5,0,32722,16361,16361,16361.0,1,1,1,0.014651299999997036,0.18993919999999775,0,38,38,39,37,4
Data_NA_Castle_Hill,5,48092,5,1,0,0,0,0.0,1,1,1,0.0014120000000019672,0.02792239999999424,0,10,1,11,0,1
Data_NA_Castle_Hill,5,48092,5,2,29588,14794,14794,14794.0,1,1,1,0.009880800000004797,0.06527900000000386,0,14,15,15,14,3
Data_NA_Castle_Hill,5,48092,5,3,33385,16693,16693,16693.0,1,1,1,0.015262100000001055,0.22307399999999689,0,41,42,42,41,9
Data_NA_Castle_Hill,5,48092,5,4,26320,13160,13160,13160.0,1,1,1,0.01836529999999925,0.058132200000002854,0,14,15,15,14,3
Data_NA_Cessnock,5,45822,5,0,18374,9187,9187,9187.0,1,1,1,0.009867200000002185,0.05912849999999992,0,13,14,14,13,2
Data_NA_Cessnock,5,45822,5,1,26725,13363,13363,13363.0,1,1,1,0.022724499999995373,0.11223979999999756,0,23,25,24,24,2
Data_NA_Cessnock,5,45822,5,2,27118,13559,13559,13559.0,1,1,1,0.02329140000000507,0.16012079999998718,0,33,36,34,35,1
Data_NA_Cessnock,5,45822,5,3,24694,12347,12347,12347.0,1,1,1,0.02140550000000019,0.08819750000000681,0,19,21,20,20,2
Data_NA_Cessnock,5,45822,5,4,0,0,0,0.0,1,1,1,0.0014716000000021268,0.02561469999999133,0,10,1,11,0,1
Data_NA_Charlestown,7,48919,7,0,18666,9333,9129,9129.0,1,1,0,0.19740770000001362,0.6446439999999996,0,45,46,46,45,7
Data_NA_Charlestown,7,48919,7,1,23359,11680,12034.0,12034.0,1,1,0,5.753686500000001,11.27649199999999,0,731,977,732,976,102
Data_NA_Charlestown,7,48919,7,2,0,0,0,0.0,1,1,1,0.027007400000002235,0.15930939999999794,0,21,1,22,0,1
Data_NA_Charlestown,7,48919,7,3,25563,12782,12783,12783.0,1,1,0,5.907648600000002,12.278863900000005,0,743,1009,744,1008,108
Data_NA_Charlestown,7,48919,7,4,25011,12506,12548.0,12548.0,1,1,0,6.0184493,12.358821599999999,0,735,977,736,976,104
Data_NA_Charlestown,7,48919,7,5,11064,5532,5532,5532.0,1,1,1,0.3185319999999905,1.9236831000000052,0,132,139,133,138,19
Data_NA_Charlestown,7,48919,7,6,20857,10429,10593.0,10593.0,1,1,0,3.8756951000000015,2.809561400000007,0,182,344,183,343,28
Data_NA_Clarence,8,47181,8,0,0,0,0,0.0,1,1,1,0.07923489999998878,0.4642456999999922,0,28,1,29,0,1
Data_NA_Clarence,8,47181,8,1,8137,4069,4069,4069.0,1,1,1,3.747195999999974,14.363158900000002,0,521,789,522,788,55
Data_NA_Clarence,8,47181,8,2,17743,8872,10160.0,10160.0,1,1,0,32.8562177,15.099159700000001,0,519,1700,520,1554,49
Data_NA_Clarence,8,47181,8,3,19061,9531,10849.999999999996,10850.0,0,1,0,56.0194104,15.974829099999965,0,531,1916,532,1914,55
Data_NA_Clarence,8,47181,8,4,15572,7786,7786,7786.0,1,1,1,4.170312999999965,13.549695600000007,0,490,679,491,648,54
Data_NA_Clarence,8,47181,8,5,15875,7938,8998.0,8998.0,1,1,0,19.620778299999984,17.05185739999996,0,575,1360,576,1164,64
Data_NA_Clarence,8,47181,8,6,18800,9400,10599.0,10599.0,1,1,0,52.32845930000002,16.327245199999993,0,527,1868,528,1844,57
Data_NA_Clarence,8,47181,8,7,17635,8818,9584.0,9584.0,1,1,0,28.67582169999997,16.665594499999997,0,550,1640,551,1456,58
Data_NA_Coffs_Harbour,5,45162,5,0,11647,5824,5824,5824.0,1,1,1,0.01711050000000114,0.07443950000003952,0,14,15,15,14,3
Data_NA_Coffs_Harbour,5,45162,5,1,23045,11523,11523,11523.0,1,1,1,0.01977449999998271,0.12596380000002227,0,23,25,24,24,2
Data_NA_Coffs_Harbour,5,45162,5,2,22940,11470,11470,11470.0,1,1,1,0.019172900000000936,0.13456969999998591,0,25,28,26,27,1
Data_NA_Coffs_Harbour,5,45162,5,3,16618,8309,8309,8309.0,1,1,1,0.01775720000000547,0.06355660000002672,0,13,15,14,14,2
Data_NA_Coffs_Harbour,5,45162,5,4,0,0,0,0.0,1,1,1,0.0014468999999621701,0.02746940000002951,0,10,1,11,0,1
Data_NA_Coogee,5,46322,5,0,2486,1243,1243,1243.0,1,1,1,0.009177599999986796,0.040856600000040544,0,10,11,11,10,1
Data_NA_Coogee,5,46322,5,1,18798,9399,11019.0,11019.0,1,1,0,0.06254069999999956,0.2170302000000106,0,39,51,40,37,7
Data_NA_Coogee,5,46322,5,2,6482,3241,3953.0,3953.0,1,1,0,0.01512519999999995,0.05944939999994858,0,11,12,12,11,2
Data_NA_Coogee,5,46322,5,3,0,0,0,0.0,1,1,1,0.0031721999999945183,0.03846299999997882,0,10,1,11,0,1
Data_NA_Coogee,5,46322,5,4,21521,10761,11848.0,11848.0,1,1,0,0.09579170000000659,0.23980340000002798,0,42,53,43,52,8
Data_NA_Cootamundra,5,47160,5,0,29734,14867,14867,14867.0,1,1,1,0.024690099999986614,0.10671620000005078,0,22,24,23,23,1
Data_NA_Cootamundra,5,47160,5,1,28426,14213,14213,14213.0,1,1,1,0.009052499999995689,0.08597040000000788,0,16,14,17,13,3
Data_NA_Cootamundra,5,47160,5,2,18494,9247,9247,9247.0,1,1,1,0.012849200000005112,0.05862630000001445,0,13,14,14,13,2
Data_NA_Cootamundra,5,47160,5,3,0,0,0,0.0,1,1,1,0.0014494000000127016,0.035854500000027656,0,10,1,11,0,1
Data_NA_Cootamundra,5,47160,5,4,30807,15404,15404,15404.0,1,1,1,0.040629899999999,0.2328436000000238,0,43,46,44,45,9
Data_NA_Cronulla,5,50333,5,0,0,0,0,0.0,1,1,1,0.0014737000000195621,0.030853700000022855,0,10,1,11,0,1
Data_NA_Cronulla,5,50333,5,1,19348,9674,9674,9674.0,1,1,1,0.011863199999993412,0.06523640000000341,0,16,17,17,16,3
Data_NA_Cronulla,5,50333,5,2,23353,11677,11677,11677.0,1,1,1,0.04643229999999221,0.09064319999998816,0,16,19,17,18,3
Data_NA_Cronulla,5,50333,5,3,28471,14236,14236,14236.0,1,1,1,0.025738799999999173,0.09193140000002131,0,19,22,20,21,3
Data_NA_Cronulla,5,50333,5,4,27376,13688,13688,13688.0,1,1,1,0.02158129999997982,0.07154969999999139,0,16,19,17,18,3
Data_NA_Davidson,5,49147,5,0,37175,18588,18588,18588.0,1,1,1,0.013804499999992004,0.23784689999996544,0,41,42,42,41,9
Data_NA_Davidson,5,49147,5,1,35592,17796,17796,17796.0,1,1,1,0.018287199999974746,0.22214639999998553,0,41,42,42,41,9
Data_NA_Davidson,5,49147,5,2,0,0,0,0.0,1,1,1,0.0013999999999896318,0.039387800000042716,0,10,1,11,0,1
Data_NA_Davidson,5,49147,5,3,25920,12960,12960,12960.0,1,1,1,0.017916200000001936,0.07229320000004691,0,13,14,14,13,2
Data_NA_Davidson,5,49147,5,4,26130,13065,13065,13065.0,1,1,1,0.009910999999988235,0.05110059999998384,0,13,14,14,13,2
Data_NA_Drummoyne,6,46818,6,0,0,0,0,0.0,1,1,1,0.0062689000000091255,0.06077199999998584,0,17,1,18,0,1
Data_NA_Drummoyne,6,46818,6,1,28606,14303,14303,14303.0,1,1,1,0.25957710000000134,1.2284678000000326,0,156,181,157,180,27
Data_NA_Drummoyne,6,46818,6,2,21932,10966,10966,10966.0,1,1,1,0.14609369999999444,0.2589760000000183,0,41,57,42,56,6
Data_NA_Drummoyne,6,46818,6,3,16198,8099,8099,8099.0,1,1,1,0.04316950000003317,0.26929519999998774,0,42,46,43,45,5
Data_NA_Drummoyne,6,46818,6,4,28287,14144,14144,14144.0,1,1,1,0.2613213999999857,1.2172749999999724,0,163,181,164,180,28
Data_NA_Drummoyne,6,46818,6,5,29943,14972,14754,14754.0,1,1,0,0.12700489999997444,1.090854400000012,0,140,142,141,141,26
Data_NA_Dubbo,7,46582,7,0,0,0,0,0.0,1,1,1,0.027192400000046746,0.20881349999996246,0,25,1,26,0,1
Data_NA_Dubbo,7,46582,7,1,26610,13305,13305,13305.0,1,1,1,1.3770993999999632,1.7269861000000333,0,140,237,141,236,10
Data_NA_Dubbo,7,46582,7,2,17359,8680,8680,8680.0,1,1,1,0.49734639999996944,2.7152363999999807,0,166,167,167,166,30
Data_NA_Dubbo,7,46582,7,3,23874,11937,11937,11937.0,1,1,1,1.3632385000000227,2.2626767999999515,0,149,218,150,217,22
Data_NA_Dubbo,7,46582,7,4,24885,12443,12443,12443.0,1,1,1,1.6090340000000083,1.836064399999998,0,129,224,130,223,16
Data_NA_Dubbo,7,46582,7,5,26462,13231,13231,13231.0,1,1,1,1.6109026000000313,2.359070499999973,0,174,254,175,253,17
Data_NA_Dubbo,7,46582,7,6,25316,12658,12658,12658.0,1,1,1,1.4366853999999876,2.2621663999999555,0,142,218,143,217,19
Data_NA_East_Hills,5,47449,5,0,17005,8503,9229.0,9229.0,1,1,0,0.01740770000003522,0.0946864000000005,0,19,20,20,15,2
Data_NA_East_Hills,5,47449,5,1,378,189,189,189.0,1,1,1,0.009246800000028088,0.044161199999962264,0,10,11,11,10,1
Data_NA_East_Hills,5,47449,5,2,18741,9371,10181.0,10181.0,1,1,0,0.030493299999989176,0.1992801999999756,0,35,41,36,31,5
Data_NA_East_Hills,5,47449,5,3,20062,10031,10937.0,10937.0,1,1,0,0.03927550000003066,0.1798769999999763,0,35,41,36,40,5
Data_NA_East_Hills,5,47449,5,4,0,0,0,0.0,1,1,1,0.0028464000000099077,0.030810700000017732,0,10,1,11,0,1
Data_NA_Epping,6,49532,6,0,0,0,0,0.0,1,1,1,0.007723999999996067,0.06987889999999197,0,15,1,16,0,1
Data_NA_Epping,6,49532,6,1,18974,9487,9487,9487.0,1,1,1,0.2392210000000432,0.27655670000001464,0,39,55,40,54,4
Data_NA_Epping,6,49532,6,2,14311,7156,7156,7156.0,1,1,1,0.06261580000000322,0.29350470000002815,0,42,46,43,45,5
Data_NA_Epping,6,49532,6,3,16741,8371,8371,8371.0,1,1,1,0.17963589999999385,0.37417990000000145,0,44,57,45,56,7
Data_NA_Epping,6,49532,6,4,27037,13519,13254,13254.0,1,1,0,0.2124529000000166,1.1879723000000126,0,141,143,142,142,27
Data_NA_Epping,6,49532,6,5,25911,12956,12956,12956.0,1,1,1,0.2622842000000105,0.5155358000000092,0,72,91,73,90,5
Data_NA_Fairfield,5,45921,5,0,22523,11262,11262,11262.0,1,1,1,0.07684520000003658,0.2247805000000085,0,43,46,44,45,9
Data_NA_Fairfield,5,45921,5,1,0,0,0,0.0,1,1,1,0.0015315999999643282,0.030996700000002875,0,10,1,11,0,1
Data_NA_Fairfield,5,45921,5,2,20874,10437,10437,10437.0,1,1,1,0.022576800000024377,0.10859519999996792,0,19,21,20,20,2
Data_NA_Fairfield,5,45921,5,3,13996,6998,6998,6998.0,1,1,1,0.009375799999986612,0.06306810000000951,0,14,15,15,14,3
Data_NA_Fairfield,5,45921,5,4,24075,12038,12038,12038.0,1,1,1,0.030762999999979,0.2419795999999792,0,43,45,44,44,9
Data_NA_Gosford,6,48259,6,0,20131,10066,10397.0,10397.0,1,1,0,0.2783572000000163,0.9515103000000522,0,131,158,132,147,15
Data_NA_Gosford,6,48259,6,1,204,102,102,102.0,1,1,1,0.03552500000000691,0.08486720000001924,0,15,16,16,15,1
Data_NA_Gosford,6,48259,6,2,20270,10135,12082.0,12082.0,1,1,0,0.5241135999999642,1.184855299999981,0,158,219,159,183,21
Data_NA_Gosford,6,48259,6,3,0,0,0,0.0,1,1,1,0.008932400000048801,0.06689749999998185,0,15,1,16,0,1
Data_NA_Gosford,6,48259,6,4,14211,7106,7132.0,7132.0,1,1,0,0.10149599999999737,0.10363680000000386,0,18,25,19,24,2
Data_NA_Gosford,6,48259,6,5,16112,8056,8056,8056.0,1,1,1,0.03545090000000073,0.11874829999999292,0,21,22,22,21,2
Data_NA_Goulburn,6,48663,6,0,16208,8104,9796.0,9796.0,1,1,0,0.1639480999999705,0.3271076999999991,0,47,60,48,57,6
Data_NA_Goulburn,6,48663,6,1,0,0,0,0.0,1,1,1,0.009112000000015996,0.05591229999998859,0,15,1,16,0,1
Data_NA_Goulburn,6,48663,6,2,14485,7243,8698.0,8698.0,1,1,0,0.10911769999995613,0.31163589999999886,0,45,52,46,37,8
Data_NA_Goulburn,6,48663,6,3,19786,9893,11297.0,11297.0,1,1,0,0.30615499999998974,0.7941255999999726,0,115,134,116,101,8
Data_NA_Goulburn,6,48663,6,4,18323,9162,11112.0,11112.0,1,1,0,0.23836679999999433,0.472867400000041,0,73,92,74,78,6
Data_NA_Goulburn,6,48663,6,5,5890,2945,2945,2945.0,1,1,1,0.08279900000002272,0.26753969999998617,0,38,42,39,41,6
Data_NA_Granville,6,45212,6,0,18301,9151,8714.0,8714.0,1,1,0,0.12884120000001076,0.31402880000001687,0,55,61,56,48,3
Data_NA_Granville,6,45212,6,1,19851,9926,10942.0,10942.0,1,1,0,0.5244662000000062,1.1885714999999664,0,155,201,156,164,22
Data_NA_Granville,6,45212,6,2,0,0,0,0.0,1,1,1,0.009261400000013964,0.05284859999994751,0,15,1,16,0,1
Data_NA_Granville,6,45212,6,3,1674,837,837,837.0,1,1,1,0.03654079999995474,0.10107569999996713,0,18,19,19,18,2
Data_NA_Granville,6,45212,6,4,12865,6433,6997,6997.0,1,1,0,0.13216870000002245,0.18428190000003042,0,22,38,23,37,2
Data_NA_Granville,6,45212,6,5,19432,9716,10139.0,10139.0,1,1,0,0.3459990999999718,1.1369263000000274,0,131,159,132,140,16
Data_NA_Hawkesbury,8,46856,8,0,14621,7311,7311,7311.0,1,1,1,3.221505000000036,21.224034800000027,0,717,805,718,804,102
Data_NA_Hawkesbury,8,46856,8,1,0,0,0,0.0,1,1,1,0.05790430000001834,0.38727059999996527,0,28,1,29,0,1
Data_NA_Hawkesbury,8,46856,8,2,25162,12581,12581,12581.0,1,1,1,2.9537864000000127,10.632116100000076,0,395,717,396,716,38
Data_NA_Hawkesbury,8,46856,8,3,25285,12643,12643,12643.0,1,1,1,4.341725499999939,12.702546400000074,0,552,910,553,909,27
Data_NA_Hawkesbury,8,46856,8,4,24194,12097,12097,12097.0,1,1,1,2.80542539999999,5.212928199999965,0,239,691,240,690,6
Data_NA_Hawkesbury,8,46856,8,5,20749,10375,10375,10375.0,1,1,1,2.51521230000003,8.245228200000042,0,335,690,336,689,30
Data_NA_Hawkesbury,8,46856,8,6,20781,10391,10391,10391.0,1,1,1,2.691808100000003,7.867994100000033,0,331,691,332,690,25
Data_NA_Hawkesbury,8,46856,8,7,24815,12408,12408,12408.0,1,1,1,2.745565499999998,8.266164100000083,0,336,708,337,707,28
Data_NA_Heathcote,6,51128,6,0,22127,11064,12365.0,12365.0,1,1,0,0.39317560000006324,0.6526726999999255,0,104,129,105,105,6
Data_NA_Heathcote,6,51128,6,1,21883,10942,11845.0,11845.0,1,1,0,0.4506374000000051,0.40459999999995944,0,64,88,65,78,5
Data_NA_Heathcote,6,51128,6,2,16805,8403,10469.0,10469.0,1,1,0,0.15649539999992612,0.3226994999999988,0,47,64,48,49,4
Data_NA_Heathcote,6,51128,6,3,7119,3560,3560,3560.0,1,1,1,0.22689789999992627,0.35261000000002696,0,39,48,40,47,7
Data_NA_Heathcote,6,51128,6,4,0,0,0,0.0,1,1,1,0.013852999999926396,0.0802218000000039,0,15,1,16,0,1
Data_NA_Heathcote,6,51128,6,5,15381,7691,8679.0,8679.0,1,1,0,0.16711679999991702,0.3747266999999965,0,45,52,46,40,8
Data_NA_Heffron,5,46367,5,0,24828,12414,10002,10002.0,1,1,0,0.03130810000004658,0.15285259999996015,0,30,34,31,33,5
